aygHTZRp,2,verb,schweben,schweben,target,lower-left,TRUE,2026-03-05T09:03:36Z,5798,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,3,noun,moehre,moehre,target,lower-right,TRUE,2026-03-05T09:03:40Z,2699,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,4,noun,ameise,ameise,target,upper-right,TRUE,2026-03-05T09:03:44Z,2518,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,5,verb,jonglieren,jonglieren,target,upper-right,TRUE,2026-03-05T09:03:50Z,3515,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,6,noun,elch,elch,target,upper-left,TRUE,2026-03-05T09:03:54Z,3277,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,7,noun,chor,chor,target,upper-right,TRUE,2026-03-05T09:04:01Z,5332,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,8,verb,torkeln,torkeln,target,upper-left,TRUE,2026-03-05T09:04:14Z,12663,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,9,verb,studieren,studieren,target,lower-right,TRUE,2026-03-05T09:04:36Z,20136,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,10,verb,operieren,operieren,target,lower-left,TRUE,2026-03-05T09:04:44Z,5699,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,11,noun,ventilator,ventilator,target,lower-left,TRUE,2026-03-05T09:04:48Z,3194,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,12,verb,waehlen,waehlen,target,lower-right,TRUE,2026-03-05T09:04:55Z,5226,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,13,noun,rucola,drakula,dist2,upper-left,FALSE,2026-03-05T09:05:00Z,3920,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,14,verb,scheren,scheren,target,upper-right,TRUE,2026-03-05T09:05:05Z,4480,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,15,noun,giraffe,giraffe,target,upper-left,TRUE,2026-03-05T09:05:09Z,2312,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,16,noun,palme,palme,target,lower-left,TRUE,2026-03-05T09:05:13Z,3114,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,17,verb,tadeln,radeln,dist2,lower-left,FALSE,2026-03-05T09:05:22Z,7470,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,18,noun,ananas,ananas,target,lower-right,TRUE,2026-03-05T09:05:26Z,3512,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,19,verb,empfangen,verschicken,dist1,lower-left,FALSE,2026-03-05T09:05:35Z,7035,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,20,verb,verloben,heiraten,dist1,lower-right,FALSE,2026-03-05T09:05:41Z,5140,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,21,noun,ozean,fluss,dist1,lower-left,FALSE,2026-03-05T09:05:48Z,5389,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,22,verb,faulenzen,faulenzen,target,upper-left,TRUE,2026-03-05T09:05:58Z,5513,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,23,noun,gazelle,gazelle,target,lower-right,TRUE,2026-03-05T09:06:04Z,5027,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,24,verb,liefern,liefern,target,lower-left,TRUE,2026-03-05T09:06:08Z,3569,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,25,noun,pfifferling,pfifferling,target,upper-left,TRUE,2026-03-05T09:06:15Z,5242,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,26,verb,dekorieren,dekorieren,target,upper-right,TRUE,2026-03-05T09:06:20Z,4483,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,27,verb,bekennen,bekennen,target,upper-left,TRUE,2026-03-05T09:06:36Z,14317,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,28,noun,ruine,ruine,target,lower-right,TRUE,2026-03-05T09:06:43Z,6072,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,29,noun,labyrinth,labyrinth,target,lower-left,TRUE,2026-03-05T09:06:47Z,2561,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,30,noun,orchidee,orchidee,target,lower-left,TRUE,2026-03-05T09:06:54Z,5450,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,31,verb,schwanken,drehen,dist1,lower-right,FALSE,2026-03-05T09:07:00Z,4832,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,32,noun,zucchini,zucchini,target,upper-right,TRUE,2026-03-05T09:07:04Z,3486,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,33,verb,tuermen,tuermen,target,upper-left,TRUE,2026-03-05T09:07:13Z,7538,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,34,verb,befreien,befreien,target,lower-right,TRUE,2026-03-05T09:07:18Z,3754,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,35,noun,kajak,kajak,target,upper-left,TRUE,2026-03-05T09:07:22Z,3028,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,36,verb,abseilen,abseilen,target,upper-left,TRUE,2026-03-05T09:07:29Z,5993,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,37,verb,tuscheln,tuscheln,target,lower-right,TRUE,2026-03-05T09:07:34Z,3648,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,38,noun,hummer,hummer,target,upper-right,TRUE,2026-03-05T09:07:39Z,3509,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,39,noun,nelke,nelke,target,upper-right,TRUE,2026-03-05T09:07:46Z,5251,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,40,verb,betrachten,bewachen,dist2,upper-right,FALSE,2026-03-05T09:07:52Z,5291,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,41,noun,flunder,holunder,dist2,upper-left,FALSE,2026-03-05T09:08:00Z,6813,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,42,noun,cello,harfe,dist1,lower-right,FALSE,2026-03-05T09:08:08Z,6723,2026-03-05,Weiblich,Deutsch;;,2019-10-04,6.417522245037645
aygHTZRp,1,noun,auge,auge,target,upper-left,TRUE,2026-04-17T07:08:36Z,2489,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,2,verb,schweben,schweben,target,lower-left,TRUE,2026-04-17T07:08:42Z,3846,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,3,noun,moehre,moehre,target,lower-right,TRUE,2026-04-17T07:08:46Z,2566,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,4,noun,ameise,ameise,target,upper-right,TRUE,2026-04-17T07:08:50Z,2162,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,5,verb,jonglieren,jonglieren,target,upper-right,TRUE,2026-04-17T07:08:54Z,2615,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,6,noun,elch,elch,target,upper-left,TRUE,2026-04-17T07:09:01Z,4536,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,7,noun,chor,chor,target,upper-right,TRUE,2026-04-17T07:09:08Z,4638,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,8,verb,torkeln,torkeln,target,upper-left,TRUE,2026-04-17T07:09:19Z,8558,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,9,verb,studieren,unterrichten,dist1,upper-right,FALSE,2026-04-17T07:09:32Z,9771,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,10,verb,operieren,operieren,target,lower-left,TRUE,2026-04-17T07:09:39Z,5806,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,11,noun,ventilator,ventilator,target,lower-left,TRUE,2026-04-17T07:09:45Z,4362,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,12,verb,waehlen,waehlen,target,lower-right,TRUE,2026-04-17T07:09:51Z,4768,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,13,noun,rucola,rucola,target,lower-right,TRUE,2026-04-17T07:10:03Z,9859,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,14,verb,scheren,scheren,target,upper-right,TRUE,2026-04-17T07:10:10Z,5073,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,15,noun,giraffe,giraffe,target,upper-left,TRUE,2026-04-17T07:10:13Z,2499,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,16,noun,palme,palme,target,lower-left,TRUE,2026-04-17T07:10:18Z,3764,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,17,verb,tadeln,radeln,dist2,lower-left,FALSE,2026-04-17T07:10:30Z,10843,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,18,noun,ananas,ananas,target,lower-right,TRUE,2026-04-17T07:10:35Z,3549,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,19,verb,empfangen,verschicken,dist1,lower-left,FALSE,2026-04-17T07:10:42Z,5832,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,20,verb,verloben,verloben,target,upper-left,TRUE,2026-04-17T07:10:53Z,8793,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,21,noun,ozean,ozean,target,upper-left,TRUE,2026-04-17T07:10:58Z,3433,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,22,verb,faulenzen,faulenzen,target,upper-left,TRUE,2026-04-17T07:11:05Z,4914,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,23,noun,gazelle,gazelle,target,lower-right,TRUE,2026-04-17T07:11:11Z,4167,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,24,verb,liefern,liefern,target,lower-left,TRUE,2026-04-17T07:11:17Z,4165,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,25,noun,pfifferling,pfifferling,target,upper-left,TRUE,2026-04-17T07:11:27Z,8330,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,26,verb,dekorieren,dekorieren,target,upper-right,TRUE,2026-04-17T07:11:32Z,4442,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,27,verb,bekennen,bekennen,target,upper-left,TRUE,2026-04-17T07:11:41Z,8189,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,28,noun,ruine,ruine,target,lower-right,TRUE,2026-04-17T07:11:49Z,6505,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,29,noun,labyrinth,labyrinth,target,lower-left,TRUE,2026-04-17T07:11:55Z,4419,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,30,noun,orchidee,orchidee,target,lower-left,TRUE,2026-04-17T07:12:03Z,6747,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,31,verb,schwanken,schwanken,target,upper-right,TRUE,2026-04-17T07:12:09Z,4410,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,32,noun,zucchini,zucchini,target,upper-right,TRUE,2026-04-17T07:12:14Z,3491,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,33,verb,tuermen,tuermen,target,upper-left,TRUE,2026-04-17T07:12:20Z,5629,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,34,verb,befreien,befreien,target,lower-right,TRUE,2026-04-17T07:12:25Z,4078,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,35,noun,kajak,kajak,target,upper-left,TRUE,2026-04-17T07:12:30Z,3770,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,36,verb,abseilen,abseilen,target,upper-left,TRUE,2026-04-17T07:12:36Z,3826,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,37,verb,tuscheln,tuscheln,target,lower-right,TRUE,2026-04-17T07:12:41Z,3508,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,38,noun,hummer,hummer,target,upper-right,TRUE,2026-04-17T07:12:46Z,4007,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,39,noun,nelke,nelke,target,upper-right,TRUE,2026-04-17T07:12:54Z,6083,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,40,verb,betrachten,zeigen,dist1,lower-right,FALSE,2026-04-17T07:13:05Z,8727,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,41,noun,flunder,holunder,dist2,upper-left,FALSE,2026-04-17T07:13:11Z,5066,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
aygHTZRp,42,noun,cello,harfe,dist1,lower-right,FALSE,2026-04-17T07:13:19Z,4262,2026-04-17,Weiblich,Deutsch;;,2019-10-04,6.535249828884326
BatJr2Mg,1,noun,auge,auge,target,upper-left,TRUE,2025-12-10T12:04:56Z,4135,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,2,verb,schweben,schweben,target,lower-left,TRUE,2025-12-10T12:05:05Z,7260,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,3,noun,moehre,moehre,target,lower-right,TRUE,2025-12-10T12:05:16Z,5298,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,4,noun,ameise,ameise,target,upper-right,TRUE,2025-12-10T12:05:20Z,2577,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,5,verb,jonglieren,jonglieren,target,upper-right,TRUE,2025-12-10T12:05:25Z,3189,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,6,noun,elch,elch,target,upper-left,TRUE,2025-12-10T12:05:30Z,3774,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,7,noun,chor,chor,target,upper-right,TRUE,2025-12-10T12:05:40Z,3323,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,8,verb,torkeln,torkeln,target,upper-left,TRUE,2025-12-10T12:05:57Z,14869,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,9,verb,studieren,marschieren,dist2,upper-left,FALSE,2025-12-10T12:06:02Z,4158,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,10,verb,operieren,operieren,target,lower-left,TRUE,2025-12-10T12:06:08Z,3109,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,11,noun,ventilator,ventilator,target,lower-left,TRUE,2025-12-10T12:06:14Z,5057,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,12,verb,waehlen,ueberlegen,dist1,upper-right,FALSE,2025-12-10T12:06:23Z,6403,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,13,noun,rucola,drakula,dist2,upper-left,FALSE,2025-12-10T12:06:29Z,3825,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,14,verb,scheren,scheren,target,upper-right,TRUE,2025-12-10T12:06:34Z,4130,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,15,noun,giraffe,giraffe,target,upper-left,TRUE,2025-12-10T12:06:41Z,5304,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,16,noun,palme,palme,target,lower-left,TRUE,2025-12-10T12:06:46Z,3561,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,17,verb,tadeln,tadeln,target,upper-right,TRUE,2025-12-10T12:06:53Z,5949,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,18,noun,ananas,ananas,target,lower-right,TRUE,2025-12-10T12:06:57Z,2867,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,19,verb,empfangen,einfangen,dist2,upper-left,FALSE,2025-12-10T12:07:08Z,9506,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,20,verb,verloben,verloben,target,upper-left,TRUE,2025-12-10T12:07:14Z,4270,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,21,noun,ozean,ozean,target,upper-left,TRUE,2025-12-10T12:07:19Z,3706,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,22,verb,faulenzen,faulenzen,target,upper-left,TRUE,2025-12-10T12:07:24Z,3342,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,23,noun,gazelle,gazelle,target,lower-right,TRUE,2025-12-10T12:07:38Z,7221,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,24,verb,liefern,liefern,target,lower-left,TRUE,2025-12-10T12:07:44Z,4368,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,25,noun,pfifferling,pfifferling,target,upper-left,TRUE,2025-12-10T12:07:48Z,3526,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,26,verb,dekorieren,dekorieren,target,upper-right,TRUE,2025-12-10T12:08:03Z,13489,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,27,verb,bekennen,ziehen,dist3,lower-left,FALSE,2025-12-10T12:08:10Z,5822,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,28,noun,ruine,ruine,target,lower-right,TRUE,2025-12-10T12:08:15Z,3065,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,29,noun,labyrinth,labyrinth,target,lower-left,TRUE,2025-12-10T12:08:20Z,3483,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,30,noun,orchidee,orchidee,target,lower-left,TRUE,2025-12-10T12:08:28Z,7030,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,31,verb,schwanken,schwanken,target,upper-right,TRUE,2025-12-10T12:08:34Z,3715,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,32,noun,zucchini,zucchini,target,upper-right,TRUE,2025-12-10T12:08:39Z,3970,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,33,verb,tuermen,kruemmen,dist2,upper-right,FALSE,2025-12-10T12:08:47Z,5920,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,34,verb,befreien,befreien,target,lower-right,TRUE,2025-12-10T12:08:52Z,4358,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,35,noun,kajak,kajak,target,upper-left,TRUE,2025-12-10T12:08:57Z,3735,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,36,verb,abseilen,abseilen,target,upper-left,TRUE,2025-12-10T12:09:02Z,3239,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,37,verb,tuscheln,tuschen,dist2,upper-right,FALSE,2025-12-10T12:09:08Z,5400,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,38,noun,hummer,hummer,target,upper-right,TRUE,2025-12-10T12:09:14Z,4564,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,39,noun,nelke,veilchen,dist1,lower-right,FALSE,2025-12-10T12:09:23Z,6728,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,40,verb,betrachten,zeigen,dist1,lower-right,FALSE,2025-12-10T12:09:37Z,7066,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,41,noun,flunder,flunder,target,lower-right,TRUE,2025-12-10T12:09:43Z,4006,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,42,noun,cello,harfe,dist1,lower-right,FALSE,2025-12-10T12:09:51Z,6851,2025-12-10,Weiblich,Deutsch;;,2021-05-19,4.561259411362081
BatJr2Mg,1,noun,auge,auge,target,upper-left,TRUE,2026-02-24T13:40:09Z,4288,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,2,verb,schweben,schweben,target,lower-left,TRUE,2026-02-24T13:40:15Z,4925,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,3,noun,moehre,moehre,target,lower-right,TRUE,2026-02-24T13:40:20Z,3277,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,4,noun,ameise,ameise,target,upper-right,TRUE,2026-02-24T13:40:23Z,2244,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,5,verb,jonglieren,jonglieren,target,upper-right,TRUE,2026-02-24T13:40:29Z,2770,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,6,noun,elch,elch,target,upper-left,TRUE,2026-02-24T13:40:36Z,5889,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,7,noun,chor,chor,target,upper-right,TRUE,2026-02-24T13:40:49Z,4304,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,8,verb,torkeln,torkeln,target,upper-left,TRUE,2026-02-24T13:40:56Z,5563,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,9,verb,studieren,marschieren,dist2,upper-left,FALSE,2026-02-24T13:41:00Z,3637,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,10,verb,operieren,operieren,target,lower-left,TRUE,2026-02-24T13:41:05Z,3293,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,11,noun,ventilator,ventilator,target,lower-left,TRUE,2026-02-24T13:41:13Z,3244,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,12,verb,waehlen,ueberlegen,dist1,upper-right,FALSE,2026-02-24T13:41:19Z,4245,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,13,noun,rucola,rucola,target,lower-right,TRUE,2026-02-24T13:41:27Z,6315,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,14,verb,scheren,scheren,target,upper-right,TRUE,2026-02-24T13:41:31Z,3267,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,15,noun,giraffe,giraffe,target,upper-left,TRUE,2026-02-24T13:41:36Z,2734,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,16,noun,palme,palme,target,lower-left,TRUE,2026-02-24T13:41:40Z,3322,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,17,verb,tadeln,loben,dist1,lower-right,FALSE,2026-02-24T13:41:48Z,7020,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,18,noun,ananas,ananas,target,lower-right,TRUE,2026-02-24T13:41:53Z,2842,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,19,verb,empfangen,empfangen,target,lower-right,TRUE,2026-02-24T13:42:00Z,6082,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,20,verb,verloben,verloben,target,upper-left,TRUE,2026-02-24T13:42:06Z,4761,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,21,noun,ozean,ozean,target,upper-left,TRUE,2026-02-24T13:42:10Z,3207,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,22,verb,faulenzen,faulenzen,target,upper-left,TRUE,2026-02-24T13:42:15Z,3108,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,23,noun,gazelle,gazelle,target,lower-right,TRUE,2026-02-24T13:42:19Z,2972,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,24,verb,liefern,liefern,target,lower-left,TRUE,2026-02-24T13:42:24Z,3764,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,25,noun,pfifferling,pfifferling,target,upper-left,TRUE,2026-02-24T13:42:30Z,4449,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,26,verb,dekorieren,dekorieren,target,upper-right,TRUE,2026-02-24T13:42:41Z,9038,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,27,verb,bekennen,verstecken,dist1,lower-right,FALSE,2026-02-24T13:42:48Z,6032,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,28,noun,ruine,ruine,target,lower-right,TRUE,2026-02-24T13:42:52Z,3074,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,29,noun,labyrinth,labyrinth,target,lower-left,TRUE,2026-02-24T13:42:58Z,3677,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,30,noun,orchidee,orchidee,target,lower-left,TRUE,2026-02-24T13:43:04Z,3163,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,31,verb,schwanken,drehen,dist1,lower-right,FALSE,2026-02-24T13:43:10Z,4108,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
BatJr2Mg,32,noun,zucchini,zucchini,target,upper-right,TRUE,2026-02-24T13:43:14Z,3070,2026-02-24,Weiblich,Deutsch;;,2021-05-19,4.769336071184121
